$validation_var;.wx.1.id;.wx.3.experimental_condition;.wx.4.start_time;.wx.5.start_date;.wx.6.end_time;.wx.7.end_date;.wx.8.session_length;.wx.page_trail;.wx.pages_visited;.wx.user_agent;age;big_A10;big_A19;big_A24;big_A38;big_Ar11;big_Ar30;big_Ar37;big_C07;big_C08;big_C14;big_C26;big_C31;big_Cr20;big_Cr21;big_Cr29;big_Cr34;big_Cr39;big_E05;big_E06;big_E16;big_E18;big_E40;big_Er13;big_Er27;big_Er32;big_Er41;big_N02;big_N09;big_N22;big_N33;big_N36;big_Nr03;big_Nr12;big_Nr28;big_O04;big_O17;big_Or01;big_Or15;big_Or23;big_Or25;big_Or35;edu;fav_device;fbclid;gender;inc_cur;income;occ;os_pref;os_use;quit_early;rt_1;rt_2;rt_3;rt_4;rt_5;rt_6;seriousness;so;tech_interest;validation_kicked_in_2;vas_ar;vi_1;vi_2;vi_3;vi_4;vi_5;vi_6;z0_browser_screen_h;z0_browser_screen_w;...84
NA;95084;NA;15:23:44;03/21/24;15:23:44;03/21/24;0;start.html;1;"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.3.1 Mobile/15E148 Safari/604.1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ig;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
0;18142;89LIK;17:45:49;03/21/24;17:49:57;03/21/24;248;start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html;7;"Mozilla/5.0 (Linux; Android 9; CLT-L29 Build/HUAWEICLT-L29; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/122.0.6261.119 Mobile Safari/537.36 Instagram 322.0.0.37.95 Android (28/9; 480dpi; 1080x2037; HUAWEI; CLT-L29; HWCLT; kirin970; de_DE; 575346435)";26;5;4;4;4;4;2;4;3;3;4;5;1;5;4;3;3;5;2;4;4;4;5;4;5;5;5;3;1;2;1;3;4;3;1;4;5;5;5;5;2;5;05;Android%20Smartphone;PAAaa2dsoVnym2Fqn7DeD8w_w5CACim7lQ8zifV1Q-Cy_16i6AjGdtlosJ9-4;woman;euro;1200;01;win;win;NA;14294;NA;38438;49750;39502;69631;participate;ig;62;0;81;1;NA;1;1;1;1;747;360;NA
0;41915;66VASnt;18:00:56;03/21/24;18:05:21;03/21/24;265;start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html;7;"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1";23;5;2.2;4.1;2.3;4.9;3;4.6;1.6;3.7;3.5;3.6;1;2.5;1.5;1.3;1.9;3.9;4;3.8;2.2;3.4;1.9;1.1;1.8;4.5;4;4;4.8;4;4.1;3.9;4.4;4.6;3.3;4;4.9;4.6;2;4.4;3.9;4.2;02;Custom%20Build%20Windows%20Desktop;NA;woman;dollar;6250;01;win;win;NA;41992;45453;52121;29034;38722;53544;participate;NA;100;0;20;1;1;1;1;1;1;852;393;NA
NA;34408;NA;18:03:36;03/21/24;18:03:36;03/21/24;0;start.html;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ig;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
0;27092;66VASnt;03:41:13;03/22/24;03:47:06;03/22/24;353;start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html;7;"Mozilla/5.0 (iPhone; CPU iPhone OS 15_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.6 Mobile/15E148 Safari/604.1";30;4.5;3.3;4.6;4.3;4.3;4.7;5;1.7;1.4;3;4.7;1;5;2;3.6;5;3;3.5;3.9;4;4.2;3;3.1;2.9;4.2;5;4;2.4;3.7;2.2;1.8;3.7;3.3;2.9;5;5;5;5;5;5;5;04;ipad;NA;nonbinary;dollar;1400;02;other;mac;NA;27002;102025;47402;46036;33644;91750;participate;jk;46;0;54;1;1;1;1;1;1;667;375;NA
0;79172;89LIK;06:18:51;03/22/24;06:22:44;03/22/24;233;start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html;7;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";19;5;4;5;4;4;4;5;2;3;3;5;4;3;2;2;3;4;1;4;2;4;2;1;1;2;2;4;3;3;3;4;3;3;2;5;3;4;5;4;3;5;02;ipad%20;NA;woman;dollar;600;05;mac;mac;NA;16903;NA;45315;37531;38108;54273;participate;jk;19;0;51;1;NA;1;1;1;1;900;1440;NA
1;52409;66VASnt;11:31:41;03/22/24;11:42:46;03/22/24;665;start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html - thank.html;8;"Mozilla/5.0 (Android 12; Mobile; rv:124.0) Gecko/124.0 Firefox/124.0";38;4.3;4.4;5;4.7;5;3.5;4.2;3.5;2.3;1.8;4.7;1.5;1.5;2.1;1.7;4;2.8;1.3;3.2;3.8;3.6;2.9;1.6;1.8;2.5;2.7;2.3;2.9;1;1.6;3.4;1.8;4.3;2.4;5;5;5;5;5;2.9;5;05;Android%20Smartphone%20I%20guess;NA;man;euro;2500;01;linux;win;NA;186078;60026;42923;38577;115848;168937;participate;ig;75;0;53;1;1;1;1;1;1;800;360;NA
0;70794;89LIK;16:02:56;03/22/24;16:41:47;03/22/24;2331;start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html;7;"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";17;5;2;4;3;4;4;4;2;1;1;3;1;4;2;1;3;3;1;1;1;2;2;4;1;3;3;4;5;5;2;3;5;2;3;1;1;5;5;4;1;2;01;smartphone;NA;woman;dollar;NA;05;other;other;NA;65013;NA;39896;95995;39825;2014505;participate;jk;18;0;9;1;NA;1;1;1;1;852;1517;NA
NA;72233;NA;16:45:17;03/22/24;16:45:17;03/22/24;0;start.html;1;"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;jk;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;69355;NA;16:45:53;03/22/24;16:45:53;03/22/24;0;start.html;1;"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;jk;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;96745;NA;16:46:06;03/22/24;16:46:06;03/22/24;0;start.html;1;"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;jk;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;44826;NA;16:50:52;03/22/24;16:50:52;03/22/24;0;start.html;1;"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;jk;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
0;92491;74VAS;19:12:03;03/22/24;19:34:57;03/22/24;1374;start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html;7;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";20;5;2.6;5;3.5;5;5;5;3;2.8;3.3;4.3;2.6;2.6;1.9;2.4;2.6;4.4;3.2;2.7;3.3;2;3.2;1;2.4;3.2;3.4;5;5;5;4.2;4.6;1;1.7;2.8;3.7;1;5;3.3;4.4;4.5;3.9;02;Apple%20iPhone;NA;woman;dollar;1000;05;mac;mac;NA;1115777;NA;80329;39475;44569;59956;participate;jk;61;0;7;1;NA;1;1;1;1;1050;1680;NA
NA;73153;89LIK;22:31:34;03/22/24;22:33:29;03/22/24;115;start.html - 148.html;2;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;woman;NA;NA;NA;NA;NA;NA;114329;NA;NA;NA;NA;NA;justLook;jk;NA;0;NA;1;NA;NA;NA;NA;NA;900;1440;NA
1;15868;74VAS;22:33:49;03/22/24;22:35:26;03/22/24;97;start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html;7;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";19;3;3;3;3.4;3;2.7;3.2;3;3;2.9;3;3;3;3;3;3;3;3;3;3;3.4;3;3;3.1;3;2.8;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;02;ipad%20;NA;woman;dollar;600;05;mac;mac;NA;5860;NA;15550;12432;9010;36779;justLook;jk;20;0;50;1;NA;1;1;1;1;900;1440;NA
NA;31275;NA;22:36:07;03/22/24;22:36:07;03/22/24;0;start.html;1;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;jk;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;94075;89LIK;00:24:55;03/23/24;00:25:12;03/23/24;17;start.html - 148.html;2;"Mozilla/5.0 (Linux; Android 11; Z5158) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.210 Mobile Safari/537.36";65;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;woman;NA;NA;NA;NA;NA;NA;16737;NA;NA;NA;NA;NA;participate;jk;NA;0;NA;1;NA;NA;NA;NA;NA;720;360;NA
0;95552;74VAS;01:43:18;03/23/24;01:49:05;03/23/24;347;start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html;7;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36 Edg/121.0.0.0";29;4.7;4;4.1;3.7;4.6;3.5;4.9;4;3.9;4.2;4.6;3.5;4.6;4.1;4;4.8;4.7;3.2;3.7;3.5;3.4;3.9;1.9;2.2;3.4;3.6;1.5;1.5;1.3;1.9;2.3;1.9;3.6;2;5;2;4;3.9;4;4.5;4.8;02;Xbox;NA;man;dollar;5200.00;01;win;win;NA;22606;NA;69482;52055;36848;123442;participate;jk;64;0;60;1;NA;1;1;1;1;720;1280;NA
0;18788;89LIK;01:43:40;03/23/24;01:48:30;03/23/24;290;start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html;7;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";35;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;4;5;4;4;5;4;2;2;4;5;5;5;2;4;4;4;1;2;2;3;3;3;3;1;3;3;03;Google%20Pixel;NA;woman;dollar;1300;01;other;other;NA;23201;NA;50101;44699;34241;92968;participate;jk;54;1;42;1;NA;1;1;1;1;720;1280;NA
NA;13428;NA;01:50:46;03/23/24;01:50:46;03/23/24;0;start.html;1;"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/100.0.4896.127 Safari/537.36";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;jk;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
0;16854;89LIK;02:32:21;03/23/24;02:34:27;03/23/24;126;start.html - 148.html - 270.html - 392.html;4;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0";35;5;3;NA;NA;4;NA;NA;4;2;2;NA;NA;4;NA;NA;NA;NA;3;3;3;4;NA;1;NA;NA;NA;2;4;NA;NA;NA;2;4;NA;5;5;5;5;NA;NA;NA;NA;NA;NA;man;NA;NA;NA;NA;NA;NA;49838;NA;41563;33429;NA;NA;participate;jk;NA;0;NA;1;NA;1;1;NA;NA;864;1536;NA
0;33952;74VAS;02:49:46;03/23/24;02:56:00;03/23/24;374;start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html;7;"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36";18;5;1.7;4;3.4;4.2;2.5;5;3.3;2.6;5;4;1.6;4;4.2;5;2.1;3.8;1.6;1.4;1.2;1.9;3.1;4.4;1.9;3.9;4;4.4;1;4.6;3.5;1;4.4;3.4;1;2.9;2.8;5;1;3.7;3.3;3.7;01;Apple%20phone;NA;woman;dollar;200;01;mac;mac;NA;75856;NA;58630;63985;54608;49119;participate;jk;29;0;80;1;NA;1;1;1;1;768;1366;NA
NA;28181;NA;04:02:26;03/23/24;04:02:26;03/23/24;0;start.html;1;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;jk;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
0;51924;74VAS;05:10:15;03/23/24;05:17:34;03/23/24;439;start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html;7;"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.3 Mobile/15E148 Safari/604.1";19;5;4.1;5;4.6;5;2.6;4.8;4;5;5;5;5;5;5;3.7;5;4.2;4.3;3.7;4.9;4.5;3.6;3.9;3.9;5;4.6;2.5;1;2.3;1;1;2.7;5;1;4.3;4.4;4.4;4.5;3.8;4.7;5;01;Ipad;NA;woman;dollar;NA;05;mac;mac;NA;79736;NA;85949;67445;52302;74838;participate;jk;78;0;95;1;NA;1;1;1;1;844;390;NA
NA;34954;NA;22:52:15;03/23/24;22:52:15;03/23/24;0;start.html;1;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Mobile Safari/537.36";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;jk;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
0;26941;89LIK;23:09:21;03/23/24;23:17:59;03/23/24;518;start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html;7;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:124.0) Gecko/20100101 Firefox/124.0";37;5;4;5;4;5;5;5;4;1;3;4;5;5;4;2;5;4;1;4;3;4;4;1;4;5;5;2;2;2;2;2;2;3;2;3;4;5;3;3;2;5;02;iPhone;NA;woman;dollar;7000;01;mac;mac;NA;34890;NA;73962;65539;80589;173280;participate;jk;64;1;69;1;NA;1;1;1;1;956;1470;NA
NA;51716;NA;23:19:55;03/23/24;23:19:55;03/23/24;0;start.html;1;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:124.0) Gecko/20100101 Firefox/124.0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;jk;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
